complex.id	complex.name	organism	protein.members
9180	AR-TMF1 complex	Human	TMF1
9181	NGFR-PDE4B complex	Human	NGFR
9181	NGFR-PDE4B complex	Human	PDE4B
9182	AR-SART3 complex	Human	AR
9182	AR-SART3 complex	Human	SART3
9183	AR-MAK-NCOA3 complex	Human	AR
9183	AR-MAK-NCOA3 complex	Human	MAK
9183	AR-MAK-NCOA3 complex	Human	NCOA3
9184	NGFR-PDE4C complex	Human	NGFR
9184	NGFR-PDE4C complex	Human	PDE4C
9185	AR-CTDSP2 complex	Human	AR
9185	AR-CTDSP2 complex	Human	CTDSP2
9186	Kcns3-Kcna5 complex	Rat	Kcna5
9186	Kcns3-Kcna5 complex	Rat	Kcns3
9187	NGFR-PDE4D complex	Human	NGFR
9187	NGFR-PDE4D complex	Human	PDE4D
9188	AR-CTDSP1 complex	Human	AR
9188	AR-CTDSP1 complex	Human	CTDSP1
9189	Pde7a1-Prkaca  complex	Mouse	Pde7a
9189	Pde7a1-Prkaca  complex	Mouse	Prkaca
9190	PDE10A homodimer	Human	PDE10A
9191	XRCC1-DNA ligase III complex	Human	LIG3
9191	XRCC1-DNA ligase III complex	Human	XRCC1
9192	AR-CTDSPL complex	Human	AR
9192	AR-CTDSPL complex	Human	CTDSPL
9193	AR-PPP2CA-PPP2R1A complex	Human	AR
9193	AR-PPP2CA-PPP2R1A complex	Human	PPP2CA
9193	AR-PPP2CA-PPP2R1A complex	Human	PPP2R1A
9194	PARP1-SMAD3  complex	Human	PARP1
9194	PARP1-SMAD3  complex	Human	SMAD3
9195	AR-LATS2 complex	Human	AR
9195	AR-LATS2 complex	Human	LATS2
9196	PARP1-SMAD2 complex	Human	PARP1
9196	PARP1-SMAD2 complex	Human	SMAD2
9197	PARP1-SMAD4 complex	Human	PARP1
9197	PARP1-SMAD4 complex	Human	SMAD4
9198	PARP2-SMAD2 complex	Human	PARP2
9198	PARP2-SMAD2 complex	Human	SMAD2
9199	Dlg4-Grin2a-Grin2b-Pde10a complex	Mouse	Dlg4
9199	Dlg4-Grin2a-Grin2b-Pde10a complex	Mouse	Grin2a
9199	Dlg4-Grin2a-Grin2b-Pde10a complex	Mouse	Grin2b
9199	Dlg4-Grin2a-Grin2b-Pde10a complex	Mouse	Pde10a
9200	PARP2-SMAD3 complex	Human	PARP2
9200	PARP2-SMAD3 complex	Human	SMAD3
9201	PARP2-SMAD4 complex	Human	PARP2
9201	PARP2-SMAD4 complex	Human	SMAD4
9202	PARG-SMAD2 complex	Human	PARG
9202	PARG-SMAD2 complex	Human	SMAD2
9203	PARG-SMAD3 complex	Human	PARG
9203	PARG-SMAD3 complex	Human	SMAD3
9204	Parp2-Pparg-Rxra complex	Mouse	Parp2
9204	Parp2-Pparg-Rxra complex	Mouse	Pparg
9204	Parp2-Pparg-Rxra complex	Mouse	Rxra
9205	Akap5-Pde10a complex	Mouse	Akap5
9205	Akap5-Pde10a complex	Mouse	Pde10a
9206	Pde10a-Prkar2a complex	Mouse	Pde10a
9206	Pde10a-Prkar2a complex	Mouse	Prkar2a
9207	Parp2-TERF2 complex	Mammalia	Parp2
9207	Parp2-TERF2 complex	Mammalia	PARP2
9207	Parp2-TERF2 complex	Mammalia	TERF2
9208	Postsynaptic signaling complex (Akap5, Dlg4, Grin2, Pde10a, Pka)	Mouse	Dlg4
9208	Postsynaptic signaling complex (Akap5, Dlg4, Grin2, Pde10a, Pka)	Mouse	Grin2a
9208	Postsynaptic signaling complex (Akap5, Dlg4, Grin2, Pde10a, Pka)	Mouse	Grin2b
9208	Postsynaptic signaling complex (Akap5, Dlg4, Grin2, Pde10a, Pka)	Mouse	Pde10a
9208	Postsynaptic signaling complex (Akap5, Dlg4, Grin2, Pde10a, Pka)	Mouse	Prkar2a
9209	Parp1-Parp2-Ttf1-Xrcc5-Xrcc6 complex	Mouse	Parp1
9209	Parp1-Parp2-Ttf1-Xrcc5-Xrcc6 complex	Mouse	Parp2
9209	Parp1-Parp2-Ttf1-Xrcc5-Xrcc6 complex	Mouse	Ttf1
9209	Parp1-Parp2-Ttf1-Xrcc5-Xrcc6 complex	Mouse	Xrcc5
9209	Parp1-Parp2-Ttf1-Xrcc5-Xrcc6 complex	Mouse	Xrcc6
9210	LIG3-LIG4-PARP1-PARP3(short)-XRCC5-XRCC6 complex	Human	LIG3
9210	LIG3-LIG4-PARP1-PARP3(short)-XRCC5-XRCC6 complex	Human	LIG4
9210	LIG3-LIG4-PARP1-PARP3(short)-XRCC5-XRCC6 complex	Human	PARP1
9210	LIG3-LIG4-PARP1-PARP3(short)-XRCC5-XRCC6 complex	Human	PARP3
9210	LIG3-LIG4-PARP1-PARP3(short)-XRCC5-XRCC6 complex	Human	PRKDC
9210	LIG3-LIG4-PARP1-PARP3(short)-XRCC5-XRCC6 complex	Human	XRCC5
9210	LIG3-LIG4-PARP1-PARP3(short)-XRCC5-XRCC6 complex	Human	XRCC6
9211	LIG3-LIG4-PARP1-PARP3(long)-XRCC5-XRCC6 complex	Human	LIG3
9211	LIG3-LIG4-PARP1-PARP3(long)-XRCC5-XRCC6 complex	Human	LIG4
9211	LIG3-LIG4-PARP1-PARP3(long)-XRCC5-XRCC6 complex	Human	PARP1
9211	LIG3-LIG4-PARP1-PARP3(long)-XRCC5-XRCC6 complex	Human	PARP3
9211	LIG3-LIG4-PARP1-PARP3(long)-XRCC5-XRCC6 complex	Human	PRKDC
9211	LIG3-LIG4-PARP1-PARP3(long)-XRCC5-XRCC6 complex	Human	XRCC5
9211	LIG3-LIG4-PARP1-PARP3(long)-XRCC5-XRCC6 complex	Human	XRCC6
9212	PDE10A-CSN1S1 complex	Human	CSN1S1
9212	PDE10A-CSN1S1 complex	Human	PDE10A
9213	PARP1-XPC complex	Human	PARP1
9213	PARP1-XPC complex	Human	XPC
9214	PARP1-XPC-DDB ligase complex	Human	CUL4A
9214	PARP1-XPC-DDB ligase complex	Human	DDB1
9214	PARP1-XPC-DDB ligase complex	Human	DDB2
9214	PARP1-XPC-DDB ligase complex	Human	PARP1
9214	PARP1-XPC-DDB ligase complex	Human	RBX1
9214	PARP1-XPC-DDB ligase complex	Human	XPC
9215	PDE4A-PDE4D complex	Human	PDE4A
9215	PDE4A-PDE4D complex	Human	PDE4D
9216	PDE4B-PDE4D complex	Human	PDE4B
9216	PDE4B-PDE4D complex	Human	PDE4D
9217	HPF1-PARP1 complex	Human	HPF1
9217	HPF1-PARP1 complex	Human	PARP1
9218	Cacnc1-Cacnb3 complex	Rat	Cacna1c
9218	Cacnc1-Cacnb3 complex	Rat	Cacnb3
9219	Cacnac2-Cacnlb3 complex	Rat	Cacnb1
9219	Cacnac2-Cacnlb3 complex	Rat	Cacnb3
9220	GLP2–GLP2R–G(s) complex	Mammalia	GCG
9220	GLP2–GLP2R–G(s) complex	Mammalia	GLP2R
9220	GLP2–GLP2R–G(s) complex	Mammalia	GNAS
9220	GLP2–GLP2R–G(s) complex	Mammalia	Gnb1
9220	GLP2–GLP2R–G(s) complex	Mammalia	GNG2
9221	AR-PARK7 complex	Human	AR
9221	AR-PARK7 complex	Human	PARK7
9222	AR-DDC complex	Human	AR
9222	AR-DDC complex	Human	DDC
9223	AR-PIK3R1-SRC complex	Human	AR
9223	AR-PIK3R1-SRC complex	Human	PIK3R1
9223	AR-PIK3R1-SRC complex	Human	SRC
9224	Glp2r-Pik3r1 complex	Mouse	Glp2r
9224	Glp2r-Pik3r1 complex	Mouse	Pik3r1
9225	METAP2-PDE4A complex	Human	METAP2
9225	METAP2-PDE4A complex	Human	PDE4A
9226	PDE1A-YWHAZ complex	Human	PDE1A
9226	PDE1A-YWHAZ complex	Human	YWHAZ
9227	AR-RUNX2 complex	Human	AR
9227	AR-RUNX2 complex	Human	RUNX2
9228	AR-JUN complex	Human	AR
9228	AR-JUN complex	Human	JUN
9229	Pde1a-Ywhaz complex	Mouse	Pde1a
9229	Pde1a-Ywhaz complex	Mouse	Ywhaz
9230	AR-FOS complex	Human	AR
9230	AR-FOS complex	Human	FOS
9231	AR-ATF2-JUN complex	Human	AR
9231	AR-ATF2-JUN complex	Human	ATF2
9231	AR-ATF2-JUN complex	Human	JUN
9232	PDE5A homodimer	Human	PDE5A
9233	Ar-Pou3f3 complex	Mouse	Ar
9233	Ar-Pou3f3 complex	Mouse	Pou3f3
9234	Ar-POU2F1 complex	Mammalia	Ar
9234	Ar-POU2F1 complex	Mammalia	POU2F1
9235	HPF1-PARP2-nucleosome complex	Human	HPF1
9235	HPF1-PARP2-nucleosome complex	Human	PARP2
9236	Ctcf-Dnmt1-Parp1 complex	Mouse	Ctcf
9236	Ctcf-Dnmt1-Parp1 complex	Mouse	Dnmt1
9236	Ctcf-Dnmt1-Parp1 complex	Mouse	Parp1
9237	MTHFD2-PARP3 complex	Human	MTHFD2
9237	MTHFD2-PARP3 complex	Human	PARP3
9238	PARP3-EZH2-HDAC1-SUZ12-YY1 complex	Human	EZH2
9238	PARP3-EZH2-HDAC1-SUZ12-YY1 complex	Human	HDAC1
9238	PARP3-EZH2-HDAC1-SUZ12-YY1 complex	Human	PARP3
9238	PARP3-EZH2-HDAC1-SUZ12-YY1 complex	Human	SUZ12
9238	PARP3-EZH2-HDAC1-SUZ12-YY1 complex	Human	YY1
9240	Pde2a homodimer	Mouse	Pde2a
9241	Ar-NCOA1-POU2F1 complex	Mammalia	Ar
9241	Ar-NCOA1-POU2F1 complex	Mammalia	NCOA1
9241	Ar-NCOA1-POU2F1 complex	Mammalia	POU2F1
9242	AR-CEBPA complex	Human	AR
9242	AR-CEBPA complex	Human	CEBPA
9243	AR-NR0B1 complex	Human	AR
9243	AR-NR0B1 complex	Human	NR0B1
9244	GLP2R-PIK3R1 complex	Human	GLP2R
9244	GLP2R-PIK3R1 complex	Human	PIK3R1
9245	AR-EGR1 complex	Human	AR
9245	AR-EGR1 complex	Human	EGR1
9246	AR-ESR1 complex	Human	AR
9246	AR-ESR1 complex	Human	ESR1
9247	AR-FOXO1 complex	Human	AR
9247	AR-FOXO1 complex	Human	FOXO1
9248	AR-FOXA1 complex	Human	AR
9248	AR-FOXA1 complex	Human	FOXA1
9249	NHLH2-PDE4A complex	Human	NHLH2
9249	NHLH2-PDE4A complex	Human	PDE4A
9250	AR-GATA2 complex	Human	AR
9250	AR-GATA2 complex	Human	GATA2
9251	AR-FOXH1 complex	Human	AR
9251	AR-FOXH1 complex	Human	FOXH1
9252	ITPR1-MRVI1-PDE5A-PRKG1 complex	Human	IRAG1
9252	ITPR1-MRVI1-PDE5A-PRKG1 complex	Human	ITPR1
9252	ITPR1-MRVI1-PDE5A-PRKG1 complex	Human	PDE5A
9252	ITPR1-MRVI1-PDE5A-PRKG1 complex	Human	PRKG1
9253	PDE1A-PDE1C complex	Human	PDE1A
9253	PDE1A-PDE1C complex	Human	PDE1C
9254	Pde6c-Pde6g complex	Mouse	Pde6c
9254	Pde6c-Pde6g complex	Mouse	Pde6g
9255	Ar-Nr3c1 complex	Rat	Ar
9255	Ar-Nr3c1 complex	Rat	Nr3c1
9256	AR-HOXB13 complex	Human	AR
9256	AR-HOXB13 complex	Human	HOXB13
9257	AR-NF1 complex	Human	AR
9257	AR-NF1 complex	Human	NF1
9258	Pde6c-Pde6h complex	Mouse	Pde6c
9258	Pde6c-Pde6h complex	Mouse	Pde6h
9259	AR-SP1 complex	Human	AR
9259	AR-SP1 complex	Human	SP1
9260	Ar-Hdac1-Tcf21 complex	Mouse	Ar
9260	Ar-Hdac1-Tcf21 complex	Mouse	Hdac1
9260	Ar-Hdac1-Tcf21 complex	Mouse	Tcf21
9261	AR-SPDEF complex	Human	AR
9261	AR-SPDEF complex	Human	SPDEF
9262	Aipl1-Pde6a complex	Mouse	Aipl1
9262	Aipl1-Pde6a complex	Mouse	Pde6a
9263	AR-RXRA complex	Human	AR
9263	AR-RXRA complex	Human	RXRA
9264	AR-SOX9 complex	Human	AR
9264	AR-SOX9 complex	Human	SOX9
9265	AR-SRY complex	Human	AR
9265	AR-SRY complex	Human	SRY
9266	AIPL1-PDE6 (PDE6A, PDE6B, PDE6G) complex	Human	AIPL1
9266	AIPL1-PDE6 (PDE6A, PDE6B, PDE6G) complex	Human	PDE6A
9266	AIPL1-PDE6 (PDE6A, PDE6B, PDE6G) complex	Human	PDE6B
9266	AIPL1-PDE6 (PDE6A, PDE6B, PDE6G) complex	Human	PDE6G
9267	AR-NR2C1 complex	Human	AR
9267	AR-NR2C1 complex	Human	NR2C1
9268	AR-NR2C2 complex	Human	AR
9268	AR-NR2C2 complex	Human	NR2C2
9269	AR-TRAM1 complex	Human	AR
9269	AR-TRAM1 complex	Human	TRAM1
9270	AIPL1-PDE6 (PDE6C, PDE6H) complex	Human	AIPL1
9270	AIPL1-PDE6 (PDE6C, PDE6H) complex	Human	PDE6C
9270	AIPL1-PDE6 (PDE6C, PDE6H) complex	Human	PDE6H
9271	Aipl1-Pde6c complex	Mouse	Aipl1
9271	Aipl1-Pde6c complex	Mouse	Pde6c
9272	AR-CCAR2 complex	Human	AR
9272	AR-CCAR2 complex	Human	CCAR2
9273	AR-SETD7 complex	Human	AR
9273	AR-SETD7 complex	Human	SETD7
9274	AR-NONO-SFPQ complex	Human	AR
9274	AR-NONO-SFPQ complex	Human	NONO
9274	AR-NONO-SFPQ complex	Human	SFPQ
9275	FBXL20-PDE6D complex	Human	FBXL20
9275	FBXL20-PDE6D complex	Human	PDE6D
9276	FBXL2-PDE6D complex	Human	FBXL2
9276	FBXL2-PDE6D complex	Human	PDE6D
9277	PDE6D-UBL3 complex	Human	PDE6D
9277	PDE6D-UBL3 complex	Human	UBL3
9278	FAM219A-PDE6D complex	Human	FAM219A
9278	FAM219A-PDE6D complex	Human	PDE6D
9279	NIM1K-PDE6D complex	Human	NIM1K
9279	NIM1K-PDE6D complex	Human	PDE6D
9280	KCNQ5 homodimer	Human	KCNQ5
9281	SLPI-TUBB1 complex	Human	SLPI
9281	SLPI-TUBB1 complex	Human	TUBB1
9282	Slpi-Tubb1 complex	Mouse	Slpi
9282	Slpi-Tubb1 complex	Mouse	Tubb1
9283	Kif21a-Tubb3 complex	Mouse	Kif21a
9283	Kif21a-Tubb3 complex	Mouse	Tubb3
9284	MYH9-TUBB4A complex	Human	MYH9
9284	MYH9-TUBB4A complex	Human	TUBB4A
9285	GBP1-TUBB3 complex	Human	GBP1
9285	GBP1-TUBB3 complex	Human	TUBB3
9286	Kcns2-Kcnb1 complex	Mouse	Kcnb1
9286	Kcns2-Kcnb1 complex	Mouse	Kcns2
9287	Kcns1-Kcnb1 complex	Mouse	Kcnb1
9287	Kcns1-Kcnb1 complex	Mouse	Kcns1
9288	Kcns2-Kcnb2 complex	Mouse	Kcnb2
9288	Kcns2-Kcnb2 complex	Mouse	Kcns2
9289	Kcns1-Kcnb2 complex	Mouse	Kcnb2
9289	Kcns1-Kcnb2 complex	Mouse	Kcns1
9290	KCNQ4 homotetramer	Human	KCNQ4
9291	GBP1-PIM1-TUBB3 complex	Human	GBP1
9291	GBP1-PIM1-TUBB3 complex	Human	PIM1
9291	GBP1-PIM1-TUBB3 complex	Human	TUBB3
9292	RUVBL1-TUBB4A complex	Human	RUVBL1
9292	RUVBL1-TUBB4A complex	Human	TUBB4A
9293	TINF2-TUBB4A complex	Human	TINF2
9293	TINF2-TUBB4A complex	Human	TUBB4A
9294	LRP5-PCSK9 complex	Human	LRP5
9294	LRP5-PCSK9 complex	Human	PCSK9
9295	PIK3CA-TRAF6 complex	Human	PIK3CA
9295	PIK3CA-TRAF6 complex	Human	TRAF6
9296	PIK3CA-PIK3R1-TRAF6 complex	Human	PIK3CA
9296	PIK3CA-PIK3R1-TRAF6 complex	Human	PIK3R1
9296	PIK3CA-PIK3R1-TRAF6 complex	Human	TRAF6
9297	PIK3CB-PIK3R1 complex	Human	PIK3CB
9297	PIK3CB-PIK3R1 complex	Human	PIK3R1
9298	Pik3ca-Pik3r1 complex	Mouse	Pik3ca
9298	Pik3ca-Pik3r1 complex	Mouse	Pik3r1
9299	Pik3cb-Pik3r1 complex	Mouse	Pik3cb
9299	Pik3cb-Pik3r1 complex	Mouse	Pik3r1
9300	Pik3cd-Pik3r1 complex	Mouse	Pik3cd
9300	Pik3cd-Pik3r1 complex	Mouse	Pik3r1
9301	Pik3ca-Pik3r2 complex	Mouse	Pik3ca
9301	Pik3ca-Pik3r2 complex	Mouse	Pik3r2
9302	Pik3cb-Pik3r2 complex	Mouse	Pik3cb
9302	Pik3cb-Pik3r2 complex	Mouse	Pik3r2
9303	Pik3cd-Pik3r2 complex	Mouse	Pik3cd
9303	Pik3cd-Pik3r2 complex	Mouse	Pik3r2
9304	Pik3ca-Pik3r3 complex	Mouse	Pik3ca
9304	Pik3ca-Pik3r3 complex	Mouse	Pik3r3
9305	Pik3cb-Pik3r3 complex	Mouse	Pik3cb
9305	Pik3cb-Pik3r3 complex	Mouse	Pik3r3
9306	Pik3cd-Pik3r3 complex	Mouse	Pik3cd
9306	Pik3cd-Pik3r3 complex	Mouse	Pik3r3
9307	Kcnq4-Kcnq5 complex	Rat	Kcnq4
9307	Kcnq4-Kcnq5 complex	Rat	Kcnq5
9308	LDLR-PCSK9 complex	Human	LDLR
9308	LDLR-PCSK9 complex	Human	PCSK9
9309	KCNQ2-KCNQ3-KCNE2 complex	Human	KCNE2
9309	KCNQ2-KCNQ3-KCNE2 complex	Human	KCNQ2
9309	KCNQ2-KCNQ3-KCNE2 complex	Human	KCNQ3
9310	NEDD9-PIK3CA complex	Human	NEDD9
9310	NEDD9-PIK3CA complex	Human	PIK3CA
9311	PIK3CA-SQSTM1 complex	Human	PIK3CA
9311	PIK3CA-SQSTM1 complex	Human	SQSTM1
9312	ANXA2-PCSK9 complex	Human	ANXA2
9312	ANXA2-PCSK9 complex	Human	PCSK9
9313	CD36-PCSK9 complex	Human	CD36
9313	CD36-PCSK9 complex	Human	PCSK9
9314	GPC3-PCSK9 complex	Human	GPC3
9314	GPC3-PCSK9 complex	Human	PCSK9
9315	EPHA8-PIK3CG complex	Human	EPHA8
9315	EPHA8-PIK3CG complex	Human	PIK3CG
9316	HSP90B1-PCSK9 complex	Human	HSP90B1
9316	HSP90B1-PCSK9 complex	Human	PCSK9
9317	CD81-PCSK9 complex	Human	CD81
9317	CD81-PCSK9 complex	Human	PCSK9
9318	CAP1-LDLR-PCSK9 complex	Human	CAP1
9318	CAP1-LDLR-PCSK9 complex	Human	LDLR
9318	CAP1-LDLR-PCSK9 complex	Human	PCSK9
9319	PIK3CG-PIK3R5 complex	Human	PIK3CG
9319	PIK3CG-PIK3R5 complex	Human	PIK3R5
9320	Eras-Pik3cd complex	Mouse	Eras
9320	Eras-Pik3cd complex	Mouse	Pik3cd
9321	Jak2-Pik3cd-Pik3r1 complex	Mouse	Jak2
9321	Jak2-Pik3cd-Pik3r1 complex	Mouse	Pik3cd
9321	Jak2-Pik3cd-Pik3r1 complex	Mouse	Pik3r1
9322	Jak2-Pik3cd-Pik3r2 complex	Mouse	Jak2
9322	Jak2-Pik3cd-Pik3r2 complex	Mouse	Pik3cd
9322	Jak2-Pik3cd-Pik3r2 complex	Mouse	Pik3r2
9323	ADCYAP1R1-GIPR complex	Human	ADCYAP1R1
9323	ADCYAP1R1-GIPR complex	Human	GIPR
9324	ADCYAP1R1-SCTR complex	Human	ADCYAP1R1
9324	ADCYAP1R1-SCTR complex	Human	SCTR
9325	MPC1-MPC2 complex	Human	MPC1
9325	MPC1-MPC2 complex	Human	MPC2
9326	ACBD5-VAPA complex	Human	ACBD5
9326	ACBD5-VAPA complex	Human	VAPA
9327	ACBD5-VAPB complex	Human	ACBD5
9327	ACBD5-VAPB complex	Human	VAPB
9328	ESR1-Pias2 complex	Mammalia	ESR1
9328	ESR1-Pias2 complex	Mammalia	Pias2
9329	ESR1-SVIL complex	Human	ESR1
9329	ESR1-SVIL complex	Human	SVIL
9330	ESR1-SORBS3 complex	Human	ESR1
9330	ESR1-SORBS3 complex	Human	SORBS3
9331	ESR1-TCF4 complex	Human	ESR1
9331	ESR1-TCF4 complex	Human	TCF4
9332	CDC25B-ESR1 complex	Human	CDC25B
9332	CDC25B-ESR1 complex	Human	ESR1
9333	ANP32A-ESR1 complex	Human	ANP32A
9333	ANP32A-ESR1 complex	Human	ESR1
9334	ESR1-RBAK complex	Human	ESR1
9334	ESR1-RBAK complex	Human	RBAK
9335	ESR1-TRIP4 complex	Human	ESR1
9335	ESR1-TRIP4 complex	Human	TRIP4
9336	ESR1-PNRC1 complex	Human	ESR1
9336	ESR1-PNRC1 complex	Human	PNRC1
9337	ARID5A-ESR1 complex	Human	ARID5A
9337	ARID5A-ESR1 complex	Human	ESR1
9338	ESR1-Plagl1 complex	Mammalia	ESR1
9338	ESR1-Plagl1 complex	Mammalia	Plagl1
9339	ESR1-UXT complex	Human	ESR1
9339	ESR1-UXT complex	Human	UXT
9340	ANXA1-PIK3CA complex	Human	ANXA1
9340	ANXA1-PIK3CA complex	Human	PIK3CA
9341	ESR1-NCOA3 complex	Human	ESR1
9341	ESR1-NCOA3 complex	Human	NCOA3
9342	PIK3CA-SCGB2A1 complex	Human	PIK3CA
9342	PIK3CA-SCGB2A1 complex	Human	SCGB2A1
9343	ESR1-NCOA1 complex	Human	ESR1
9343	ESR1-NCOA1 complex	Human	NCOA1
9344	BRCA1-ESR1 complex	Human	BRCA1
9344	BRCA1-ESR1 complex	Human	ESR1
9345	PIK3CA-ZG16B complex	Human	PIK3CA
9345	PIK3CA-ZG16B complex	Human	ZG16B
9346	CITED1-ESR1 complex	Human	CITED1
9346	CITED1-ESR1 complex	Human	ESR1
9347	CCND1-ESR1-NCOA1 complex	Human	CCND1
9347	CCND1-ESR1-NCOA1 complex	Human	ESR1
9347	CCND1-ESR1-NCOA1 complex	Human	NCOA1
9348	BPIFA1-PIK3CA complex	Human	BPIFA1
9348	BPIFA1-PIK3CA complex	Human	PIK3CA
9349	ESR1-UBE3A complex	Human	ESR1
9349	ESR1-UBE3A complex	Human	UBE3A
9350	APOA1-PIK3CA complex	Human	APOA1
9350	APOA1-PIK3CA complex	Human	PIK3CA
9351	ERBB4-ESR1 complex	Human	ERBB4
9351	ERBB4-ESR1 complex	Human	ESR1
9352	ESR1-MED1 complex	Human	ESR1
9352	ESR1-MED1 complex	Human	MED1
9353	CALCOCO1-ESR1-NCOA2 complex	Human	CALCOCO1
9353	CALCOCO1-ESR1-NCOA2 complex	Human	ESR1
9353	CALCOCO1-ESR1-NCOA2 complex	Human	NCOA2
9354	BPIFB1-PIK3CA complex	Human	BPIFB1
9354	BPIFB1-PIK3CA complex	Human	PIK3CA
9355	Dlg3-Dlg4-Ptk2b complex	Rat	Dlg3
9355	Dlg3-Dlg4-Ptk2b complex	Rat	Dlg4
9355	Dlg3-Dlg4-Ptk2b complex	Rat	Ptk2b
9356	GCGR-glucagon complex	Human	GCG
9356	GCGR-glucagon complex	Human	GCGR
9357	ESR1-Nr0b2 complex	Mammalia	ESR1
9357	ESR1-Nr0b2 complex	Mammalia	Nr0b2
9358	ESR1-PHB2 complex	Human	ESR1
9358	ESR1-PHB2 complex	Human	PHB2
9359	AJUBA-CCAR2-CREBBP-ESR1 complex	Human	AJUBA
9359	AJUBA-CCAR2-CREBBP-ESR1 complex	Human	CCAR2
9359	AJUBA-CCAR2-CREBBP-ESR1 complex	Human	CREBBP
9359	AJUBA-CCAR2-CREBBP-ESR1 complex	Human	ESR1
9360	ESR1-Ppargc1a complex	Mammalia	ESR1
9360	ESR1-Ppargc1a complex	Mammalia	Ppargc1a
9361	ESR1-RBM23 complex	Human	ESR1
9361	ESR1-RBM23 complex	Human	RBM23
9362	ESR1-Rbm39 complex	Mammalia	ESR1
9362	ESR1-Rbm39 complex	Mammalia	Rbm39
9364	DLG3-DLG4-PTK2B complex	Human	DLG3
9364	DLG3-DLG4-PTK2B complex	Human	DLG4
9364	DLG3-DLG4-PTK2B complex	Human	PTK2B
9365	Grin2a-Grin2b-Ptk2b-Src complex	Rat	Grin2a
9365	Grin2a-Grin2b-Ptk2b-Src complex	Rat	Grin2b
9365	Grin2a-Grin2b-Ptk2b-Src complex	Rat	Ptk2b
9365	Grin2a-Grin2b-Ptk2b-Src complex	Rat	Src
9367	CCDC62-ESR1 complex	Human	CCDC62
9367	CCDC62-ESR1 complex	Human	ESR1
9368	DNTTIP2-ESR1 complex	Human	DNTTIP2
9368	DNTTIP2-ESR1 complex	Human	ESR1
9369	ASAP1-PTK2B complex	Human	ASAP1
9369	ASAP1-PTK2B complex	Human	PTK2B
9370	ESR1-NCOA5 complex	Human	ESR1
9370	ESR1-NCOA5 complex	Human	NCOA5
9371	ESR1-NCOA6 complex	Human	ESR1
9371	ESR1-NCOA6 complex	Human	NCOA6
9372	ESR1-NCOA7 complex	Human	ESR1
9372	ESR1-NCOA7 complex	Human	NCOA7
9373	ASAP2-PTKB2 complex	Human	ASAP2
9373	ASAP2-PTKB2 complex	Human	PTK2B
9374	ASAP1-SRC complex	Human	ASAP1
9374	ASAP1-SRC complex	Human	SRC
9375	ESR1-PRMT2 complex	Human	ESR1
9375	ESR1-PRMT2 complex	Human	PRMT2
9376	ESR1-TXNRD1 complex	Human	ESR1
9376	ESR1-TXNRD1 complex	Human	TXNRD1
9377	ESR1-SETD7 complex	Human	ESR1
9377	ESR1-SETD7 complex	Human	SETD7
9378	Grin2a-Ptk2b-Src complex	Rat	Grin2a
9378	Grin2a-Ptk2b-Src complex	Rat	Ptk2b
9378	Grin2a-Ptk2b-Src complex	Rat	Src
9379	ESR1-NR1H4 complex	Human	ESR1
9379	ESR1-NR1H4 complex	Human	NR1H4
9380	CTBP1-ESR1-LCOR-RBBP8 complex	Human	CTBP1
9380	CTBP1-ESR1-LCOR-RBBP8 complex	Human	ESR1
9380	CTBP1-ESR1-LCOR-RBBP8 complex	Human	LCOR
9380	CTBP1-ESR1-LCOR-RBBP8 complex	Human	RBBP8
9381	ESR1-NCOA3-NCOR2 complex	Human	ESR1
9381	ESR1-NCOA3-NCOR2 complex	Human	NCOA3
9381	ESR1-NCOA3-NCOR2 complex	Human	NCOR2
9382	ASXL1-ESR1 complex	Human	ASXL1
9382	ASXL1-ESR1 complex	Human	ESR1
9383	Esr1-Helz2 complex	Rat	Esr1
9383	Esr1-Helz2 complex	Rat	Helz2
9384	Esr1-Tacc1 complex	Mouse	Esr1
9384	Esr1-Tacc1 complex	Mouse	Tacc1
9385	ESR1-MTA1 complex	Human	ESR1
9385	ESR1-MTA1 complex	Human	MTA1
9386	ESR2-Pias2 complex	Mammalia	ESR2
9386	ESR2-Pias2 complex	Mammalia	Pias2
9387	ESR2-SORBS3 complex	Human	ESR2
9387	ESR2-SORBS3 complex	Human	SORBS3
9388	ESR2-TCF4 complex	Human	ESR2
9388	ESR2-TCF4 complex	Human	TCF4
9389	ARID5A-ESR2 complex	Human	ARID5A
9389	ARID5A-ESR2 complex	Human	ESR2
9390	ESR2-Psmc3ip complex	Mammalia	ESR2
9390	ESR2-Psmc3ip complex	Mammalia	Psmc3ip
9391	ESR2-MED1 complex	Human	ESR2
9391	ESR2-MED1 complex	Human	MED1
9392	ESR2-Nr0b2 complex	Mammalia	ESR2
9392	ESR2-Nr0b2 complex	Mammalia	Nr0b2
9393	CCAR2-ESR2 complex	Human	CCAR2
9393	CCAR2-ESR2 complex	Human	ESR2
9394	ESR2-Rbm39 complex	Mammalia	ESR2
9394	ESR2-Rbm39 complex	Mammalia	Rbm39
9395	CCDC62-ESR2 complex	Human	CCDC62
9395	CCDC62-ESR2 complex	Human	ESR2
9396	DNTTIP2-ESR2 complex	Human	DNTTIP2
9396	DNTTIP2-ESR2 complex	Human	ESR2
9397	ESR2-NCOA5 complex	Human	ESR2
9397	ESR2-NCOA5 complex	Human	NCOA5
